DATAFLOW,LAST UPDATE,freq,waste,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,MT,2014,55.5,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,MT,2015,56.4,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,MT,2016,59.7,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,MT,2017,50.7,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,MT,2018,48.4,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,MT,2019,45.5,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,NL,1997,64.9,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,NL,1998,69.7,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,NL,1999,71.3,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,NL,2000,70.9,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,NL,2001,65.2,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,NL,2002,69,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,NL,2003,68.5,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,NL,2004,70.3,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,NL,2005,71.7,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,NL,2006,94,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,NL,2007,93.8,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,NL,2008,96.4,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,NL,2009,94.8,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,NL,2010,89.9,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,NL,2011,88.6,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,NL,2012,88.9,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,NL,2013,88.2,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,NL,2014,85.9,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,NL,2015,85.4,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,NL,2016,85.4,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,NL,2017,87.1,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,NL,2018,87.9,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,NL,2019,91,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,NO,2006,83.2,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,NO,2007,82.2,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,NO,2008,78,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,NO,2009,79.6,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,NO,2010,83.2,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,NO,2011,84.9,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,NO,2012,81.6,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,NO,2013,81.4,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,NO,2014,82.9,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,NO,2015,82.2,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,NO,2016,83,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,NO,2017,85,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,NO,2018,79.3,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,NO,2019,83.3,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,PL,2004,39.6,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,PL,2005,41,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,PL,2006,51,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,PL,2007,69.1,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,PL,2008,67.1,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,PL,2009,50.9,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,PL,2010,57.1,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,PL,2011,58.7,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,PL,2012,53.1,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,PL,2013,50,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,PL,2014,72.8,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,PL,2015,77.6,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,PL,2016,73.8,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,PL,2017,82.2,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,PL,2018,88.2,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,PL,2019,79.9,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,PT,1998,47.6,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,PT,1999,52.5,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,PT,2000,46.7,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,PT,2001,57,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,PT,2002,50.4,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,PT,2003,50.1,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,PT,2004,55.6,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,PT,2005,59.8,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,PT,2006,68.2,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,PT,2007,81.8,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,PT,2008,87.8,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,PT,2009,79.5,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,PT,2010,67,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,PT,2011,71.3,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,PT,2012,66.1,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,PT,2013,73.4,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,PT,2014,69.1,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,PT,2015,62.2,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,PT,2016,70.1,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,PT,2017,66.9,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,PT,2018,66.8,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,PT,2019,71,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,RO,2005,51.1,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,RO,2006,55.7,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,RO,2007,61.2,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,RO,2008,61.6,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,RO,2009,68.7,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,RO,2010,66.8,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,RO,2011,65.5,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,RO,2012,69.8,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,RO,2013,74.6,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,RO,2014,83.4,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,RO,2015,89.3,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,RO,2016,92.5,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,RO,2017,90.6,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,RO,2018,88.9,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,RO,2019,68.3,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,SE,1997,66.2,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,SE,1998,84.4,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,SE,1999,72.4,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,SE,2000,62.6,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,SE,2001,68.7,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,SE,2002,70.1,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,SE,2003,88.1,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,SE,2004,70.8,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,SE,2005,72.2,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,SE,2006,72,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,SE,2007,73.5,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,SE,2008,74.1,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,SE,2009,74.2,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,SE,2010,69.6,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,SE,2011,75.5,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,SE,2012,76.8,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,SE,2013,78.4,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,SE,2014,79.3,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,SE,2015,81.7,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,SE,2016,81.8,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,SE,2017,81.8,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,SE,2018,77.2,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,SE,2019,75,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,SI,2004,76.2,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,SI,2005,77.3,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,SI,2006,66.3,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,SI,2007,68.5,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,SI,2008,66.4,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,SI,2009,71.8,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,SI,2010,74.7,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,SI,2011,73.5,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,SI,2012,78.7,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,SI,2013,78.7,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,SI,2014,80.4,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,SI,2015,75.6,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,SI,2016,76.6,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,SI,2017,76.2,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,SI,2018,81.2,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,SI,2019,80.6,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,SK,2003,49.2,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,SK,2004,50,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,SK,2005,20.1,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,SK,2006,60.8,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,SK,2007,86.1,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,SK,2008,53.6,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,SK,2009,84.2,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,SK,2010,50.8,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,SK,2011,80.2,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,SK,2012,84.7,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,SK,2013,79.7,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,SK,2014,79.9,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,SK,2015,76.8,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,SK,2016,78.4,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,SK,2017,74.2,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,SK,2018,76.7,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,SK,2019,77.7,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,UK,1997,41.2,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,UK,1998,47.4,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,UK,1999,49.4,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,UK,2000,50.3,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,UK,2001,52.7,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,UK,2002,59.3,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,UK,2003,65.2,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,UK,2004,68.2,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,UK,2005,74.2,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,UK,2006,78,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,UK,2007,79.3,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,UK,2008,79.7,s
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,UK,2009,83.9,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,UK,2010,81.9,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,UK,2011,84.8,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,UK,2012,86.5,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,UK,2013,89.4,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,UK,2014,73.1,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,UK,2015,77.2,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,UK,2016,82,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,UK,2017,79,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,UK,2018,74.4,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150101,RT,UKN,2019,78.4,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,AT,1997,20,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,AT,1998,26.8,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,AT,1999,25,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,AT,2000,26.2,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,AT,2001,29.1,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,AT,2002,30,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,AT,2003,30.7,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,AT,2004,33.2,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,AT,2005,32.9,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,AT,2006,35.8,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,AT,2007,32.7,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,AT,2008,34.9,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,AT,2009,32.7,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,AT,2010,34.4,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,AT,2011,34.8,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,AT,2012,34.7,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,AT,2013,34.4,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,AT,2014,33.6,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,AT,2015,33.6,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,AT,2016,33.6,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,AT,2017,33.4,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,AT,2018,31.9,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,AT,2019,30.8,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,BE,1997,25.3,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,BE,1998,26.2,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,BE,1999,24.4,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,BE,2000,25.5,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,BE,2001,28.5,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,BE,2002,29.5,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,BE,2003,32.5,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,BE,2004,36.5,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,BE,2005,38.1,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,BE,2006,38.6,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,BE,2007,38.4,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,BE,2008,39.5,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,BE,2009,43,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,BE,2010,41.5,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,BE,2011,41.4,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,BE,2012,41.5,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,BE,2013,39,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,BE,2014,41.8,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,BE,2015,42.6,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,BE,2016,43.4,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,BE,2017,44.5,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,BE,2018,42.4,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,BE,2019,47.3,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,BG,2005,8.4,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,BG,2006,20.2,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,BG,2007,19.5,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,BG,2008,15.6,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,BG,2009,30,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,BG,2010,40.9,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,BG,2011,39.2,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,BG,2012,40.7,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,BG,2013,41.3,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,BG,2014,64.1,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,BG,2015,60.8,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,BG,2016,52.6,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,BG,2017,64.8,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,BG,2018,59.2,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,BG,2019,50.6,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,CY,2004,9,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,CY,2005,8.7,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,CY,2006,14.5,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,CY,2007,14.3,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,CY,2008,14.8,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,CY,2009,18.2,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,CY,2010,27.2,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,CY,2011,38,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,CY,2012,44.8,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,CY,2013,45.3,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,CY,2014,46.6,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,CY,2015,63.7,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,CY,2016,62.3,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,CY,2017,65,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,CY,2018,54.3,e
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,CY,2019,50.5,e
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,CZ,2003,37.6,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,CZ,2004,43.8,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,CZ,2005,35,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,CZ,2006,44.3,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,CZ,2007,45.5,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,CZ,2008,50.2,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,CZ,2009,52.5,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,CZ,2010,54,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,CZ,2011,57,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,CZ,2012,58.2,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,CZ,2013,59.7,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,CZ,2014,58.2,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,CZ,2015,61.7,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,CZ,2016,59.2,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,CZ,2017,58.6,
ESTAT:ENV_WASPACR(1.0),25/03/22 11:00:00,A,W150102,RT,CZ,2018,57,
